frame,frame_ms,environment_step_ms,width,height
797,16.669096,0.0252,1280,720
798,16.6681976,0.0268,1280,720
799,16.8102055,0.0268,1280,720
800,16.6673965,0.0279,1280,720
801,16.665802,0.0229,1280,720
802,16.6687,0.027,1280,720
803,16.665596,0.0268,1280,720
804,16.6686,0.0338,1280,720
805,16.6643982,0.0338,1280,720
806,16.6661,0.0288,1280,720
807,16.6675014,0.0188,1280,720
808,16.6671982,0.0207,1280,720
809,16.6661,0.0197,1280,720
810,16.667099,0.0206,1280,720
811,16.6657028,0.0206,1280,720
812,16.6877975,0.0235,1280,720
813,16.6661,0.0108,1280,720
814,16.6693039,0.0161,1280,720
815,16.6678,0.0176,1280,720
816,16.6651,0.0217,1280,720
817,16.6661987,0.0217,1280,720
818,16.6697,0.0281,1280,720
819,16.6633,0.019,1280,720
820,16.6678,0.0188,1280,720
821,16.6669,0.016,1280,720
822,16.6652985,0.0146,1280,720
823,16.6696014,0.0146,1280,720
824,16.6682968,0.0252,1280,720
825,16.6663055,0.0193,1280,720
826,16.6689,0.019,1280,720
827,16.6669,0.0181,1280,720
828,16.667099,0.0267,1280,720
829,16.6682968,0.0267,1280,720
830,16.6939049,0.0372,1280,720
831,16.6588936,0.0215,1280,720
832,16.6664047,0.0166,1280,720
833,16.668,0.0186,1280,720
834,16.6683025,0.0214,1280,720
835,16.6652985,0.0214,1280,720
836,16.6661987,0.0245,1280,720
837,16.6686,0.0256,1280,720
838,16.6648941,0.0216,1280,720
839,16.6682034,0.024,1280,720
840,16.6650028,0.0158,1280,720
841,16.666893,0.0158,1280,720
842,16.8816032,0.0268,1280,720
843,16.6696014,0.0218,1280,720
844,16.6657963,0.0218,1280,720
845,16.665802,0.0225,1280,720
846,16.6683025,0.0264,1280,720
847,16.6638966,0.0264,1280,720
848,16.667,0.0213,1280,720
849,16.6666031,0.0187,1280,720
850,16.6671982,0.0201,1280,720
851,16.8247013,0.0206,1280,720
852,16.5128975,0.0207,1280,720
853,16.6649017,0.0207,1280,720
854,16.6743984,0.0291,1280,720
855,16.6576042,0.0236,1280,720
856,16.6691971,0.024,1280,720
857,16.9159012,0.0282,1280,720
858,16.7117977,0.0382,1280,720
859,16.6621037,0.0337,1280,720
860,16.6645985,0.0337,1280,720
861,16.6668015,0.0267,1280,720
862,16.6698971,0.0247,1280,720
863,16.6669,0.0241,1280,720
864,16.6648026,0.0243,1280,720
865,16.667099,0.0239,1280,720
866,16.667099,0.0239,1280,720
867,16.6663971,0.0235,1280,720
868,16.6663055,0.0177,1280,720
869,16.6876,0.019,1280,720
870,16.6676025,0.0233,1280,720
871,16.6647949,0.022,1280,720
872,16.6922,0.022,1280,720
873,16.6699047,0.0275,1280,720
874,16.6640949,0.0214,1280,720
875,16.6666031,0.024,1280,720
876,16.6668015,0.0162,1280,720
877,16.666,0.0163,1280,720
878,16.6695,0.0163,1280,720
879,16.667099,0.0267,1280,720
880,16.6648941,0.0236,1280,720
881,16.6689072,0.0238,1280,720
882,16.666,0.0256,1280,720
883,16.668,0.0273,1280,720
884,16.6699982,0.0273,1280,720
885,16.6678,0.0359,1280,720
886,16.6598988,0.0219,1280,720
887,16.6675014,0.0197,1280,720
888,16.9304981,0.0231,1280,720
889,16.6680984,0.0246,1280,720
890,16.665802,0.0246,1280,720
891,16.7629967,0.0312,1280,720
892,16.6627064,0.0229,1280,720
893,16.668,0.0221,1280,720
894,16.6650028,0.0174,1280,720
895,16.6669,0.0186,1280,720
896,16.6753979,0.0186,1280,720
897,16.6641,0.0373,1280,720
898,16.6682968,0.0355,1280,720
899,16.6652985,0.0327,1280,720
900,16.6716061,0.0418,1280,720
901,16.8721943,0.0278,1280,720
902,16.6664047,0.0278,1280,720
903,16.6650028,0.0215,1280,720
904,16.6664963,0.0146,1280,720
905,16.6686,0.0185,1280,720
906,16.6663971,0.0172,1280,720
907,16.6686,0.0197,1280,720
908,16.6665039,0.0197,1280,720
909,16.6644974,0.0253,1280,720
910,16.6699982,0.0234,1280,720
911,16.668,0.0263,1280,720
912,16.6710033,0.0351,1280,720
913,16.6636982,0.0327,1280,720
914,16.6861038,0.0327,1280,720
915,16.8013973,0.0229,1280,720
916,16.6689,0.0273,1280,720
917,16.9785,0.0198,1280,720
918,16.6682034,0.0213,1280,720
919,16.668396,0.0273,1280,720
920,16.6668015,0.0273,1280,720
921,16.6635,0.0203,1280,720
922,16.6683025,0.0247,1280,720
923,16.6680984,0.0213,1280,720
924,16.6671982,0.0858,1280,720
925,16.6678,0.0265,1280,720
926,16.6715,0.0265,1280,720
927,16.6969032,0.0338,1280,720
928,16.6624,0.0244,1280,720
929,16.6688,0.0263,1280,720
930,16.9901,0.0212,1280,720
931,16.6656952,0.0184,1280,720
932,16.7062,0.0184,1280,720
933,16.6688,0.0263,1280,720
934,16.6663055,0.0236,1280,720
935,16.6699982,0.0316,1280,720
936,16.6643,0.0239,1280,720
937,16.6698971,0.0281,1280,720
938,16.6692028,0.0281,1280,720
939,16.6678982,0.0758,1280,720
940,16.6644974,0.0322,1280,720
941,16.6649017,0.0321,1280,720
942,16.6643,0.0239,1280,720
943,16.714695,0.0236,1280,720
944,16.8343029,0.0236,1280,720
945,16.9638958,0.0313,1280,720
946,16.667,0.029,1280,720
947,16.6691036,0.0279,1280,720
948,16.6639938,0.0269,1280,720
949,16.6715,0.0271,1280,720
950,16.6646042,0.0271,1280,720
951,16.8367977,0.0249,1280,720
952,16.6699982,0.0284,1280,720
953,16.6653061,0.0272,1280,720
954,16.6657963,0.0274,1280,720
955,16.668,0.0282,1280,720
956,16.6656036,0.0282,1280,720
957,16.7945,0.0297,1280,720
958,16.907299,0.0247,1280,720
959,16.6674957,0.0258,1280,720
960,16.6682034,0.0346,1280,720
961,16.6680984,0.0308,1280,720
962,16.6650028,0.0308,1280,720
963,16.668,0.0304,1280,720
964,16.6669,0.0322,1280,720
965,16.6712017,0.0401,1280,720
966,16.6686,0.0405,1280,720
967,16.6591988,0.0251,1280,720
968,16.667,0.0251,1280,720
969,16.6696014,0.0311,1280,720
970,16.6656952,0.0282,1280,720
971,16.8789043,0.0354,1280,720
972,16.6631031,0.0298,1280,720
973,16.6695938,0.0313,1280,720
974,16.6678,0.0313,1280,720
975,16.6632,0.0293,1280,720
976,16.667305,0.0297,1280,720
977,16.9189,0.0272,1280,720
978,16.6688,0.0298,1280,720
979,16.6654,0.0312,1280,720
980,16.6689,0.0312,1280,720
981,16.6678,0.0325,1280,720
982,16.6647034,0.0322,1280,720
983,16.6638966,0.0278,1280,720
984,16.7881031,0.0296,1280,720
985,16.6673965,0.027,1280,720
986,16.6661987,0.0258,1280,720
987,16.6668015,0.0258,1280,720
988,16.6657028,0.0265,1280,720
989,16.668,0.0251,1280,720
990,16.6662979,0.0213,1280,720
991,16.6687,0.0253,1280,720
992,16.6667023,0.0281,1280,720
993,16.6672974,0.0281,1280,720
994,16.670805,0.0326,1280,720
995,16.6612949,0.0209,1280,720
996,16.6677017,0.0262,1280,720
997,16.6676025,0.0223,1280,720
998,16.6695,0.0353,1280,720
999,16.9303017,0.0353,1280,720
1000,16.6664963,0.0314,1280,720
1001,16.6652,0.0279,1280,720
1002,16.6728039,0.0232,1280,720
1003,16.6751,0.0223,1280,720
1004,16.6648941,0.0187,1280,720
1005,16.6680069,0.0187,1280,720
1006,16.6662979,0.0226,1280,720
1007,16.6682968,0.0269,1280,720
1008,16.6697,0.0279,1280,720
1009,16.664505,0.0226,1280,720
1010,16.6646976,0.021,1280,720
1011,16.670599,0.021,1280,720
1012,16.8766,0.0303,1280,720
1013,16.662796,0.0203,1280,720
1014,16.6697,0.0244,1280,720
1015,16.6672058,0.0239,1280,720
1016,16.667099,0.0211,1280,720
1017,16.6673965,0.0211,1280,720
1018,16.6657028,0.0273,1280,720
1019,16.6744957,0.0383,1280,720
1020,16.6641,0.0359,1280,720
1021,16.6600971,0.0197,1280,720
1022,16.6683025,0.018,1280,720
1023,16.6687,0.018,1280,720
1024,16.6677017,0.0271,1280,720
1025,16.6633,0.0236,1280,720
1026,16.6678,0.022,1280,720
1027,16.6667938,0.0223,1280,720
1028,16.6678982,0.0255,1280,720
1029,16.6668015,0.0255,1280,720
1030,16.6657028,0.0292,1280,720
1031,16.668,0.0262,1280,720
1032,16.6663971,0.0229,1280,720
1033,16.667305,0.0217,1280,720
1034,16.6665955,0.0245,1280,720
1035,16.6676025,0.0245,1280,720
1036,16.6661,0.025,1280,720
1037,16.6676025,0.0238,1280,720
1038,16.6677017,0.024,1280,720
1039,16.6672974,0.0279,1280,720
1040,16.7886963,0.0232,1280,720
1041,17.0701027,0.0232,1280,720
1042,16.984,0.0373,1280,720
1043,16.6617,0.0233,1280,720
1044,16.6662979,0.0224,1280,720
1045,16.6659012,0.0196,1280,720
1046,16.6674042,0.02,1280,720
1047,16.6692963,0.02,1280,720
1048,16.6677017,0.1236,1280,720
1049,16.667,0.0254,1280,720
1050,16.6681976,0.0285,1280,720
1051,16.666,0.0245,1280,720
1052,16.6668015,0.029,1280,720
1053,16.6710033,0.029,1280,720
1054,16.6629963,0.0612,1280,720
1055,16.6641,0.019,1280,720
1056,16.667099,0.0231,1280,720
1057,16.6680984,0.0206,1280,720
1058,16.6686,0.026,1280,720
1059,16.666,0.026,1280,720
1060,16.6652985,0.0222,1280,720
1061,16.6664047,0.0264,1280,720
1062,16.667,0.0394,1280,720
1063,16.6666946,0.0235,1280,720
1064,16.6671047,0.0233,1280,720
1065,16.6672974,0.0233,1280,720
1066,16.6675014,0.0271,1280,720
1067,16.6664963,0.0273,1280,720
1068,16.7090988,0.0291,1280,720
1069,16.667,0.025,1280,720
1070,16.6661,0.0285,1280,720
1071,16.6681061,0.0285,1280,720
1072,16.6650944,0.0273,1280,720
1073,16.6666031,0.0233,1280,720
1074,16.6678,0.0211,1280,720
1075,16.6671982,0.0268,1280,720
1076,16.6681061,0.0247,1280,720
1077,16.6664963,0.0247,1280,720
1078,16.6669,0.0263,1280,720
1079,16.6753979,0.0291,1280,720
1080,16.661005,0.0366,1280,720
1081,16.6673965,0.0334,1280,720
1082,16.6625,0.0228,1280,720
1083,16.8103027,0.0228,1280,720
1084,16.6912975,0.0622,1280,720
1085,16.6697979,0.0691,1280,720
1086,16.665802,0.0322,1280,720
1087,16.6644974,0.0273,1280,720
1088,16.6656036,0.0245,1280,720
1089,16.6696014,0.0245,1280,720
1090,16.6652985,0.0275,1280,720
1091,16.6661987,0.022,1280,720
1092,16.6669,0.0198,1280,720
1093,16.6682968,0.0189,1280,720
1094,16.6683025,0.0221,1280,720
1095,16.6661987,0.0221,1280,720
1096,16.6654987,0.0259,1280,720
1097,16.8105011,0.0294,1280,720
1098,16.6626987,0.025,1280,720
1099,16.6677017,0.0205,1280,720
1100,16.6663971,0.0227,1280,720
1101,16.7007027,0.0227,1280,720
1102,16.6346016,0.026,1280,720
1103,16.6676025,0.024,1280,720
1104,16.6674957,0.0274,1280,720
1105,16.6744041,0.0238,1280,720
1106,16.6591988,0.0267,1280,720
1107,16.6663971,0.0267,1280,720
1108,16.6703014,0.0362,1280,720
1109,16.6614017,0.0268,1280,720
1110,16.666,0.0153,1280,720
1111,16.6695,0.0188,1280,720
1112,17.0782948,0.0226,1280,720
1113,16.6661987,0.0226,1280,720
1114,16.6641,0.0281,1280,720
1115,16.667,0.0227,1280,720
1116,16.6668015,0.0219,1280,720
1117,16.6672974,0.0212,1280,720
1118,16.667,0.0229,1280,720
1119,16.7551022,0.0229,1280,720
1120,16.6662979,0.0297,1280,720
1121,16.663805,0.0197,1280,720
1122,16.6678,0.0233,1280,720
1123,16.667,0.0237,1280,720
1124,16.666,0.0189,1280,720
1125,16.6672974,0.0189,1280,720
1126,16.6651,0.0206,1280,720
1127,16.6680984,0.02,1280,720
1128,16.7613029,0.024,1280,720
1129,16.6677017,0.0255,1280,720
1130,16.6666946,0.0243,1280,720
1131,16.666,0.0243,1280,720
1132,16.7192039,0.0261,1280,720
1133,16.6676025,0.0293,1280,720
1134,16.6707973,0.0369,1280,720
1135,16.8126,0.0358,1280,720
1136,16.6605015,0.022,1280,720
1137,16.6682968,0.022,1280,720
1138,16.6681061,0.0263,1280,720
1139,16.6656952,0.0258,1280,720
1140,16.6643,0.0206,1280,720
1141,16.6683025,0.0212,1280,720
1142,16.6662979,0.0223,1280,720
1143,16.665802,0.0223,1280,720
1144,16.8450966,0.0256,1280,720
1145,16.6688,0.0225,1280,720
1146,16.667305,0.0264,1280,720
1147,16.6665955,0.0282,1280,720
1148,16.6644974,0.0196,1280,720
1149,16.6677017,0.0196,1280,720
1150,16.6651,0.0248,1280,720
1151,16.6665039,0.0213,1280,720
1152,16.667,0.0205,1280,720
1153,16.6701946,0.0201,1280,720
1154,16.8038044,0.0223,1280,720
1155,16.6652,0.0223,1280,720
1156,16.6658955,0.0288,1280,720
1157,16.6664047,0.0269,1280,720
1158,17.0796,0.0256,1280,720
1159,16.6687,0.0312,1280,720
1160,16.6686,0.0373,1280,720
1161,16.6652985,0.0373,1280,720
1162,16.6625,0.024,1280,720
1163,16.6674957,0.0235,1280,720
1164,16.6685028,0.0272,1280,720
1165,16.667,0.0243,1280,720
1166,16.6644974,0.0219,1280,720
1167,16.6684036,0.0219,1280,720
1168,16.6663971,0.0262,1280,720
1169,16.6661,0.0358,1280,720
1170,16.6656036,0.0216,1280,720
1171,16.7752972,0.0219,1280,720
1172,16.668,0.0255,1280,720
1173,16.667,0.0235,1280,720
1174,16.6678982,0.0235,1280,720
1175,16.6672058,0.0292,1280,720
1176,16.667099,0.0288,1280,720
1177,16.6929989,0.0193,1280,720
1178,16.6676025,0.0193,1280,720
1179,16.6665955,0.0197,1280,720
1180,16.6936016,0.0197,1280,720
1181,16.6680984,0.0263,1280,720
1182,16.6675014,0.0236,1280,720
1183,16.9767017,0.0224,1280,720
1184,16.6659012,0.0208,1280,720
1185,16.668,0.0245,1280,720
1186,16.6678,0.0245,1280,720
1187,16.6714,0.0381,1280,720
1188,16.6638966,0.0353,1280,720
1189,16.6628036,0.0191,1280,720
1190,16.6663971,0.0207,1280,720
1191,16.6678982,0.0243,1280,720
1192,16.6697,0.0243,1280,720
1193,16.6632,0.0264,1280,720
1194,16.6671982,0.0247,1280,720
1195,16.6728039,0.0351,1280,720
1196,16.6633,0.036,1280,720
1197,16.6987953,0.0265,1280,720
1198,16.6327019,0.0265,1280,720
1199,16.6673965,0.0254,1280,720
1200,16.7883,0.0265,1280,720
1201,16.6649017,0.0227,1280,720
1202,16.6681976,0.0285,1280,720
1203,16.6664047,0.0269,1280,720
1204,16.6661987,0.0269,1280,720
1205,16.666,0.0225,1280,720
1206,16.6667023,0.0197,1280,720
1207,16.668396,0.0236,1280,720
1208,16.668,0.0245,1280,720
1209,16.6672058,0.023,1280,720
1210,16.667099,0.023,1280,720
1211,16.6661987,0.0262,1280,720
1212,16.6687,0.0253,1280,720
1213,16.667,0.0271,1280,720
1214,16.670599,0.0361,1280,720
1215,16.6619968,0.0321,1280,720
1216,16.6655045,0.0321,1280,720
1217,16.8723984,0.0252,1280,720
1218,16.6689,0.0254,1280,720
1219,16.6695,0.0294,1280,720
1220,16.6632,0.0234,1280,720
1221,16.6658955,0.0235,1280,720
1222,16.6680069,0.0235,1280,720
1223,16.6662979,0.0276,1280,720
1224,16.6650028,0.0204,1280,720
1225,16.6676941,0.0217,1280,720
1226,16.6763039,0.0277,1280,720
1227,16.6611977,0.0273,1280,720
1228,16.6672058,0.0273,1280,720
1229,16.668,0.0335,1280,720
1230,16.6629963,0.0234,1280,720
1231,16.6663055,0.0207,1280,720
1232,16.6672974,0.0211,1280,720
1233,16.6667023,0.0167,1280,720
1234,16.6677017,0.0167,1280,720
1235,16.668396,0.026,1280,720
1236,16.6666031,0.0254,1280,720
1237,16.6685028,0.0261,1280,720
1238,16.6677933,0.0284,1280,720
1239,16.6792011,0.0239,1280,720
1240,16.6647034,0.0239,1280,720
1241,16.6712952,0.0382,1280,720
1242,16.6641,0.0348,1280,720
1243,16.6635,0.05,1280,720
1244,16.6652,0.0292,1280,720
1245,16.6685028,0.0233,1280,720
1246,16.9888039,0.0233,1280,720
1247,16.6643,0.0246,1280,720
1248,16.6678982,0.0242,1280,720
1249,16.6681976,0.0237,1280,720
1250,16.6654,0.0218,1280,720
1251,16.6678,0.0223,1280,720
1252,16.6683025,0.0223,1280,720
1253,16.6666946,0.0251,1280,720
1254,16.6654053,0.0246,1280,720
1255,16.668,0.0252,1280,720
1256,16.6698971,0.0266,1280,720
1257,16.662302,0.0202,1280,720
1258,16.666,0.0202,1280,720
1259,16.6673965,0.0195,1280,720
1260,16.6687,0.0241,1280,720
1261,16.6681061,0.0257,1280,720
1262,16.6656952,0.0249,1280,720
1263,16.6687,0.0259,1280,720
1264,16.6661987,0.0259,1280,720
1265,16.6678,0.0297,1280,720
1266,16.6649017,0.026,1280,720
1267,16.6795979,0.0632,1280,720
1268,16.6572,0.0343,1280,720
1269,16.6618977,0.0197,1280,720
1270,16.6689072,0.0197,1280,720
1271,16.6689,0.0294,1280,720
1272,16.6661,0.0273,1280,720
1273,16.6986961,0.0274,1280,720
1274,16.6677017,0.0334,1280,720
1275,16.6694012,0.0259,1280,720
1276,16.668396,0.0259,1280,720
1277,16.6652,0.0257,1280,720
1278,16.6647034,0.0221,1280,720
1279,16.6688,0.0248,1280,720
1280,16.6654987,0.0172,1280,720
1281,16.668,0.022,1280,720
1282,16.6666031,0.022,1280,720
1283,16.6688,0.0291,1280,720
1284,16.6643982,0.0231,1280,720
1285,16.9370041,0.0241,1280,720
1286,16.6665955,0.0188,1280,720
1287,16.6667023,0.0203,1280,720
1288,16.6678,0.0203,1280,720
1289,17.0642014,0.0283,1280,720
1290,16.6665955,0.027,1280,720
1291,16.677103,0.0465,1280,720
1292,16.6575966,0.0313,1280,720
1293,16.6641,0.0215,1280,720
1294,16.6668015,0.0215,1280,720
1295,16.6687,0.0351,1280,720
1296,16.6661,0.0257,1280,720
1297,16.6715984,0.0324,1280,720
1298,16.6647034,0.0296,1280,720
1299,16.6649952,0.0252,1280,720
1300,16.663805,0.0252,1280,720
1301,16.6685028,0.0225,1280,720
1302,16.6663971,0.0215,1280,720
1303,16.9527988,0.0217,1280,720
1304,16.8240013,0.0299,1280,720
1305,16.6646976,0.023,1280,720
1306,16.666,0.023,1280,720
1307,16.6666031,0.0213,1280,720
1308,16.6672974,0.0221,1280,720
1309,16.6693039,0.0261,1280,720
1310,16.6665955,0.0271,1280,720
1311,16.6661,0.0246,1280,720
1312,16.6724072,0.0246,1280,720
1313,16.6635971,0.036,1280,720
1314,16.6626987,0.015,1280,720
1315,16.6680984,0.0206,1280,720
1316,16.6678,0.0274,1280,720
1317,16.6652,0.0236,1280,720
1318,16.6678,0.0236,1280,720
1319,16.668,0.027,1280,720
1320,16.6640015,0.0196,1280,720
1321,16.6747036,0.0184,1280,720
1322,16.7611961,0.0229,1280,720
1323,16.6641,0.0196,1280,720
1324,16.6704,0.0196,1280,720
1325,16.6634,0.0232,1280,720
1326,16.6677017,0.0197,1280,720
1327,16.6674957,0.0207,1280,720
1328,16.6668015,0.0198,1280,720
1329,16.6676025,0.0209,1280,720
1330,16.6662979,0.0209,1280,720
1331,16.668,0.0446,1280,720
1332,16.6702023,0.0372,1280,720
1333,16.9797974,0.0376,1280,720
1334,16.6626,0.0266,1280,720
1335,16.667,0.0232,1280,720
1336,16.6665039,0.0232,1280,720
1337,16.6702023,0.0348,1280,720
1338,16.6644974,0.0274,1280,720
1339,16.6728954,0.0384,1280,720
1340,16.6607,0.0301,1280,720
1341,16.6666031,0.0261,1280,720
1342,16.6672974,0.0261,1280,720
1343,16.666,0.0258,1280,720
1344,16.6665039,0.0219,1280,720
1345,16.6689,0.0262,1280,720
1346,16.6666031,0.0258,1280,720
1347,16.6663971,0.0271,1280,720
1348,16.6712017,0.0271,1280,720
1349,16.6681976,0.0345,1280,720
1350,16.6674042,0.0373,1280,720
1351,16.6643982,0.0317,1280,720
1352,16.6654987,0.0295,1280,720
1353,16.6636982,0.0209,1280,720
1354,16.6659012,0.0209,1280,720
1355,16.6683025,0.0208,1280,720
1356,16.6663971,0.0204,1280,720
1357,16.6694012,0.0254,1280,720
1358,16.6677017,0.0294,1280,720
1359,16.6734982,0.0388,1280,720
1360,16.6644974,0.0388,1280,720
1361,16.6586018,0.0255,1280,720
1362,16.6673965,0.0201,1280,720
1363,16.8741,0.0255,1280,720
1364,16.6720028,0.0329,1280,720
1365,16.6608,0.0204,1280,720
1366,16.6675014,0.0204,1280,720
1367,16.668396,0.0261,1280,720
1368,16.6654,0.0219,1280,720
1369,16.7183037,0.0167,1280,720
1370,16.6820011,0.0212,1280,720
1371,16.6548958,0.0234,1280,720
1372,16.665802,0.0234,1280,720
1373,16.6678,0.0268,1280,720
1374,16.6686,0.0316,1280,720
1375,16.6629963,0.0223,1280,720
1376,16.6677017,0.0206,1280,720
1377,16.6652985,0.0166,1280,720
1378,16.6677017,0.0166,1280,720
1379,16.6669,0.0222,1280,720
1380,16.6687,0.0236,1280,720
1381,16.666,0.0247,1280,720
1382,16.6662979,0.0263,1280,720
1383,16.7433033,0.0364,1280,720
1384,16.6629963,0.0364,1280,720
1385,16.6629028,0.0227,1280,720
1386,16.667,0.022,1280,720
1387,16.7002983,0.0248,1280,720
1388,16.6365,0.0304,1280,720
1389,16.6706982,0.0368,1280,720
1390,16.6622028,0.0368,1280,720
1391,16.6638966,0.0258,1280,720
1392,16.6686,0.0245,1280,720
1393,16.6663971,0.0259,1280,720
1394,16.6653061,0.0209,1280,720
1395,16.6658955,0.015,1280,720
1396,16.6713,0.015,1280,720
1397,16.6688,0.0344,1280,720
1398,16.6611042,0.0212,1280,720
1399,16.6734982,0.0354,1280,720
1400,16.6631031,0.0277,1280,720
1401,16.6659012,0.0208,1280,720
1402,16.6654,0.0208,1280,720
1403,16.6673965,0.0218,1280,720
1404,16.6678,0.0202,1280,720
1405,16.6685028,0.0236,1280,720
1406,16.6666031,0.0247,1280,720
1407,16.6703949,0.0359,1280,720
1408,16.6677017,0.0359,1280,720
1409,16.6626,0.0317,1280,720
1410,16.709,0.0186,1280,720
1411,16.6690044,0.0225,1280,720
1412,16.6674957,0.0247,1280,720
1413,16.6675014,0.0288,1280,720
1414,16.6738033,0.0288,1280,720
1415,16.665596,0.0351,1280,720
1416,16.6596031,0.0215,1280,720
1417,16.6726971,0.0753,1280,720
1418,16.6635971,0.0274,1280,720
1419,16.6663055,0.0267,1280,720
1420,16.6684952,0.0267,1280,720
1421,16.6646042,0.0255,1280,720
1422,16.6671982,0.0238,1280,720
1423,16.6663971,0.0302,1280,720
1424,16.6676025,0.0287,1280,720
1425,16.6652985,0.0263,1280,720
1426,16.6691036,0.0263,1280,720
1427,16.6657963,0.0238,1280,720
1428,16.6682034,0.0247,1280,720
1429,16.6659012,0.0241,1280,720
1430,16.6677933,0.0262,1280,720
1431,16.6672058,0.0269,1280,720
1432,16.6723,0.0269,1280,720
1433,16.6671982,0.0347,1280,720
1434,16.6614017,0.0262,1280,720
1435,16.6652985,0.0188,1280,720
1436,16.9349976,0.0242,1280,720
1437,16.6669,0.0219,1280,720
1438,16.6685028,0.0301,1280,720
1439,16.6848984,0.0301,1280,720
1440,16.6465,0.0279,1280,720
1441,16.668,0.0233,1280,720
1442,16.6665039,0.0249,1280,720
1443,16.6646976,0.024,1280,720
1444,16.6663971,0.0158,1280,720
1445,16.778698,0.0158,1280,720
1446,16.6662064,0.0251,1280,720
1447,16.6672974,0.0229,1280,720
1448,16.6713,0.0285,1280,720
1449,16.662302,0.0187,1280,720
1450,16.6676941,0.0195,1280,720
1451,16.9043026,0.0195,1280,720
1452,16.6657028,0.02,1280,720
1453,16.6682968,0.0223,1280,720
1454,16.6698055,0.0251,1280,720
1455,16.6659927,0.0217,1280,720
1456,16.6670074,0.0264,1280,720
1457,16.6704941,0.0264,1280,720
1458,16.6666031,0.034,1280,720
1459,16.6617985,0.0201,1280,720
1460,16.6676025,0.0172,1280,720
1461,16.6688,0.0246,1280,720
1462,16.6643982,0.0209,1280,720
1463,16.6676025,0.0209,1280,720
1464,16.6678982,0.0266,1280,720
1465,16.6646976,0.0238,1280,720
1466,16.6872025,0.02,1280,720
1467,17.0753975,0.0255,1280,720
1468,16.6647034,0.0211,1280,720
1469,16.6983,0.0211,1280,720
1470,16.6375,0.0282,1280,720
1471,16.6652985,0.019,1280,720
1472,16.668,0.0185,1280,720
1473,16.6655045,0.0162,1280,720
1474,16.6686,0.0199,1280,720
1475,16.6753979,0.0199,1280,720
1476,16.6589012,0.0274,1280,720
1477,16.6698971,0.029,1280,720
1478,16.6735058,0.05,1280,720
1479,16.6607,0.0318,1280,720
1480,16.6617,0.0168,1280,720
1481,16.8354931,0.0168,1280,720
1482,16.6682034,0.0284,1280,720
1483,16.6700974,0.0383,1280,720
1484,16.6700039,0.0679,1280,720
1485,16.6659012,0.0372,1280,720
1486,16.6610966,0.03,1280,720
1487,16.6659012,0.03,1280,720
1488,16.6657963,0.0229,1280,720
1489,16.6656036,0.0166,1280,720
1490,16.6678982,0.0204,1280,720
1491,16.665802,0.0154,1280,720
1492,16.6675949,0.0189,1280,720
1493,16.6665039,0.0189,1280,720
1494,16.667099,0.0225,1280,720
1495,16.6652985,0.0142,1280,720
1496,16.6684036,0.0171,1280,720
1497,16.6646976,0.0154,1280,720
1498,16.6678,0.0145,1280,720
1499,16.668,0.0145,1280,720
1500,16.6654053,0.0197,1280,720
1501,16.6678,0.0182,1280,720
1502,16.6671982,0.019,1280,720
1503,16.6663971,0.0168,1280,720
1504,16.6674042,0.0185,1280,720
1505,16.6708984,0.0185,1280,720
1506,16.6630039,0.0224,1280,720
1507,16.6693935,0.0208,1280,720
1508,16.6642017,0.0176,1280,720
1509,16.667,0.0174,1280,720
1510,16.6697,0.0273,1280,720
1511,16.6651,0.0273,1280,720
1512,16.6669,0.0239,1280,720
1513,16.6688,0.0253,1280,720
1514,16.6659012,0.023,1280,720
1515,16.6661987,0.0177,1280,720
1516,16.6659012,0.0205,1280,720
1517,16.6759987,0.0205,1280,720
1518,16.6688,0.027,1280,720
1519,16.6654,0.0198,1280,720
1520,16.6669,0.0195,1280,720
1521,16.6678,0.0221,1280,720
1522,16.6684036,0.0279,1280,720
1523,16.6661987,0.0279,1280,720
1524,16.6654,0.0233,1280,720
1525,16.666,0.0188,1280,720
1526,16.6671982,0.022,1280,720
1527,16.6667023,0.023,1280,720
1528,16.6652985,0.019,1280,720
1529,16.6692028,0.019,1280,720
1530,16.667,0.0252,1280,720
1531,16.6680984,0.0257,1280,720
1532,16.6644974,0.0217,1280,720
1533,16.6655045,0.0151,1280,720
1534,16.6671982,0.0179,1280,720
1535,16.6697979,0.0179,1280,720
1536,16.6652985,0.0229,1280,720
1537,16.6678982,0.0255,1280,720
1538,16.6666031,0.0229,1280,720
1539,16.6659012,0.0208,1280,720
1540,16.6686,0.0242,1280,720
1541,16.6678982,0.0242,1280,720
1542,16.6652,0.0267,1280,720
1543,16.6665955,0.0249,1280,720
1544,16.848299,0.0236,1280,720
1545,16.6677017,0.0242,1280,720
1546,16.6646042,0.0211,1280,720
1547,16.666893,0.0211,1280,720
1548,16.6677017,0.0225,1280,720
1549,16.6669,0.0237,1280,720
1550,16.6665039,0.0221,1280,720
1551,16.6687,0.0231,1280,720
1552,16.7555981,0.0211,1280,720
1553,16.9116,0.0211,1280,720
1554,16.6663971,0.0226,1280,720
1555,16.6663055,0.0208,1280,720
1556,16.6671982,0.0209,1280,720
1557,16.6671982,0.02,1280,720
1558,16.6646976,0.0136,1280,720
1559,16.6688061,0.0136,1280,720
1560,16.6652985,0.021,1280,720
1561,16.6666946,0.0176,1280,720
1562,16.6691036,0.0196,1280,720
