frame,frame_ms,environment_step_ms,width,height
247,16.667,0.0167,1280,720
248,16.6676025,0.0156,1280,720
249,16.6661,0.0148,1280,720
250,16.667,0.0154,1280,720
251,16.6664963,0.0154,1280,720
252,16.6667023,0.0197,1280,720
253,16.6683025,0.0195,1280,720
254,16.6662979,0.0169,1280,720
255,16.6671982,0.0172,1280,720
256,16.6665039,0.0162,1280,720
257,16.6665955,0.0162,1280,720
258,16.6674042,0.0169,1280,720
259,16.6654987,0.0121,1280,720
260,16.6704,0.0186,1280,720
261,16.6652985,0.018,1280,720
262,16.666,0.0143,1280,720
263,16.6666031,0.0143,1280,720
264,16.6686935,0.0196,1280,720
265,16.6655045,0.0189,1280,720
266,16.7456,0.0249,1280,720
267,16.6661987,0.0196,1280,720
268,16.6648026,0.0177,1280,720
269,16.6664963,0.0177,1280,720
270,16.6676025,0.0196,1280,720
271,16.665596,0.0142,1280,720
272,16.6704,0.0215,1280,720
273,16.6661987,0.0173,1280,720
274,16.6643982,0.0132,1280,720
275,16.6680069,0.0132,1280,720
276,16.6662979,0.0194,1280,720
277,16.6667023,0.0146,1280,720
278,16.6678982,0.0176,1280,720
279,16.6657963,0.0163,1280,720
280,16.6689,0.021,1280,720
281,16.8165035,0.021,1280,720
282,16.6685028,0.0258,1280,720
283,16.6651,0.02,1280,720
284,16.6674957,0.0221,1280,720
285,16.6671982,0.0226,1280,720
286,16.6659012,0.0187,1280,720
287,16.6668015,0.0187,1280,720
288,16.6689968,0.0224,1280,720
289,16.6631031,0.0177,1280,720
290,16.6697,0.0218,1280,720
291,16.6665039,0.0224,1280,720
292,16.6647949,0.0194,1280,720
293,16.8552,0.0194,1280,720
294,16.6652,0.0243,1280,720
295,16.6680984,0.0216,1280,720
296,16.665802,0.0187,1280,720
297,16.6663971,0.0241,1280,720
298,16.6687,0.0197,1280,720
299,16.6730022,0.0197,1280,720
300,16.6587,0.0204,1280,720
301,16.666,0.0167,1280,720
302,16.6687,0.0206,1280,720
303,16.6661987,0.0196,1280,720
304,16.6662979,0.0187,1280,720
305,16.6664963,0.0187,1280,720
306,16.6679058,0.0233,1280,720
307,16.6688,0.0311,1280,720
308,16.6651,0.0153,1280,720
309,16.6662979,0.0165,1280,720
310,16.6674957,0.0196,1280,720
311,16.666,0.0196,1280,720
312,16.6719036,0.0294,1280,720
313,16.6617985,0.0168,1280,720
314,16.6666031,0.0167,1280,720
315,16.6691971,0.0204,1280,720
316,16.6675014,0.0224,1280,720
317,16.6654,0.0224,1280,720
318,16.6691971,0.0285,1280,720
319,16.7578011,0.029,1280,720
320,16.6642017,0.0223,1280,720
321,16.6674042,0.0247,1280,720
322,16.6644974,0.0206,1280,720
323,16.6665955,0.0206,1280,720
324,16.7645054,0.0218,1280,720
325,16.6657963,0.0148,1280,720
326,16.6668015,0.0278,1280,720
327,16.6655045,0.0165,1280,720
328,16.6677933,0.0183,1280,720
329,16.6666031,0.0183,1280,720
330,16.6663971,0.0173,1280,720
331,16.667305,0.0177,1280,720
332,16.6664963,0.0165,1280,720
333,16.6692028,0.02,1280,720
334,16.666,0.0189,1280,720
335,16.6656952,0.0189,1280,720
336,16.6692028,0.022,1280,720
337,16.6654,0.0211,1280,720
338,16.666,0.0171,1280,720
339,16.7327023,0.0169,1280,720
340,16.6661987,0.0168,1280,720
341,16.6669,0.0168,1280,720
342,16.6669,0.0176,1280,720
343,16.6700974,0.0165,1280,720
344,16.6639042,0.0166,1280,720
345,16.6678,0.0156,1280,720
346,16.6654987,0.014,1280,720
347,16.6666031,0.014,1280,720
348,16.669096,0.0215,1280,720
349,16.665802,0.0166,1280,720
350,16.6661987,0.0145,1280,720
351,16.6674957,0.0173,1280,720
352,16.6692028,0.021,1280,720
353,16.6666031,0.021,1280,720
354,16.666893,0.0236,1280,720
355,16.6649017,0.0177,1280,720
356,16.6657028,0.0151,1280,720
357,16.6756935,0.017,1280,720
358,16.6661072,0.015,1280,720
359,16.667,0.015,1280,720
360,16.6685944,0.0214,1280,720
361,16.6650028,0.0149,1280,720
362,16.6668015,0.018,1280,720
363,16.6672974,0.0163,1280,720
364,16.6676025,0.0159,1280,720
365,16.7461014,0.0159,1280,720
366,17.3307972,0.0188,1280,720
367,16.6668015,0.0168,1280,720
368,16.6686,0.0199,1280,720
369,16.6692963,0.0242,1280,720
370,16.6633,0.0149,1280,720
371,16.6667023,0.0141,1280,720
372,16.667,0.0141,1280,720
373,16.6668015,0.0188,1280,720
374,16.6666031,0.017,1280,720
375,16.6797981,0.0192,1280,720
376,16.6540966,0.0151,1280,720
377,16.7034016,0.0182,1280,720
378,16.6674042,0.0182,1280,720
379,16.6664963,0.0206,1280,720
380,16.6674042,0.0179,1280,720
381,16.6663971,0.0162,1280,720
382,16.6668015,0.0154,1280,720
383,16.8086033,0.0139,1280,720
384,16.6707973,0.0139,1280,720
385,16.6646976,0.0229,1280,720
386,16.6655045,0.0224,1280,720
387,16.6668015,0.0155,1280,720
388,16.6673965,0.0168,1280,720
389,16.6672974,0.0189,1280,720
390,16.6677017,0.0189,1280,720
391,16.6666031,0.0207,1280,720
392,16.667,0.0203,1280,720
393,16.6654,0.015,1280,720
394,16.6676025,0.0186,1280,720
395,16.8522949,0.0196,1280,720
396,16.6643,0.0196,1280,720
397,16.6678,0.026,1280,720
398,16.6663055,0.0149,1280,720
399,16.6665955,0.0143,1280,720
400,16.666,0.015,1280,720
401,16.6675014,0.0157,1280,720
402,16.6664963,0.0157,1280,720
403,16.6671982,0.0188,1280,720
404,16.6661,0.0133,1280,720
405,16.6969032,0.0168,1280,720
406,16.6662979,0.0128,1280,720
407,16.6721,0.0143,1280,720
408,16.6669,0.0143,1280,720
409,16.6657028,0.0178,1280,720
410,16.6672974,0.0139,1280,720
411,16.669096,0.0219,1280,720
412,16.6646042,0.0155,1280,720
413,16.667099,0.0145,1280,720
414,16.6663971,0.0145,1280,720
415,17.5938,0.0172,1280,720
416,16.667099,0.0148,1280,720
417,16.6664047,0.0141,1280,720
418,16.6665955,0.015,1280,720
419,16.667305,0.0156,1280,720
420,16.6681976,0.0156,1280,720
421,16.6652,0.02,1280,720
422,16.6677017,0.0176,1280,720
423,16.665596,0.0152,1280,720
424,16.6669,0.0159,1280,720
425,16.6698055,0.0198,1280,720
426,16.9136963,0.0198,1280,720
427,16.6643982,0.0259,1280,720
428,16.6639042,0.0154,1280,720
429,16.668396,0.0195,1280,720
430,16.6652,0.0172,1280,720
431,16.665802,0.0156,1280,720
432,16.6672974,0.0156,1280,720
433,16.6669,0.02,1280,720
434,16.6666031,0.0171,1280,720
435,16.667,0.0168,1280,720
436,16.667,0.0168,1280,720
437,16.6671982,0.0157,1280,720
438,16.6675014,0.0157,1280,720
439,16.6666946,0.0226,1280,720
440,16.6687,0.0228,1280,720
441,16.6672058,0.0219,1280,720
442,16.6647949,0.0171,1280,720
443,16.6656036,0.0141,1280,720
444,16.6681976,0.0141,1280,720
445,16.668,0.0199,1280,720
446,16.666,0.0159,1280,720
447,16.6661,0.0154,1280,720
448,16.6798038,0.0166,1280,720
449,16.666893,0.0151,1280,720
450,16.6665039,0.0151,1280,720
451,16.6673965,0.0194,1280,720
452,16.7985058,0.0206,1280,720
453,16.6668015,0.0195,1280,720
454,16.6661987,0.0179,1280,720
455,16.667099,0.0167,1280,720
456,16.6661,0.0167,1280,720
457,16.6671982,0.0192,1280,720
458,16.6662979,0.0159,1280,720
459,16.6680069,0.0183,1280,720
460,16.6681976,0.0236,1280,720
461,16.6649017,0.0159,1280,720
462,16.6673965,0.0159,1280,720
463,16.7902985,0.018,1280,720
464,16.8601055,0.0154,1280,720
465,16.6671982,0.0161,1280,720
466,16.6661,0.0149,1280,720
467,16.6673965,0.0152,1280,720
468,16.6675014,0.0152,1280,720
469,16.6654,0.0179,1280,720
470,16.6691036,0.0195,1280,720
471,16.6675949,0.0193,1280,720
472,16.6661,0.0207,1280,720
473,16.6661,0.0164,1280,720
474,16.6671047,0.0164,1280,720
475,16.6677933,0.0189,1280,720
476,16.666,0.0172,1280,720
477,16.6707058,0.0238,1280,720
478,16.6626,0.0168,1280,720
479,16.6662979,0.0171,1280,720
480,16.6672974,0.0171,1280,720
481,16.667,0.0219,1280,720
482,16.667305,0.0193,1280,720
483,16.667,0.0169,1280,720
484,16.6678,0.0193,1280,720
485,16.6663971,0.0183,1280,720
486,16.6657028,0.0183,1280,720
487,16.6678,0.0182,1280,720
488,16.666,0.0139,1280,720
489,16.6678982,0.0153,1280,720
490,16.6671982,0.0186,1280,720
491,16.6651,0.0136,1280,720
492,16.667099,0.0136,1280,720
493,16.6671982,0.0206,1280,720
494,16.6661987,0.0174,1280,720
495,16.6678982,0.0169,1280,720
496,16.6686,0.0218,1280,720
497,16.6643,0.0171,1280,720
498,16.6669,0.0171,1280,720
499,16.6696014,0.0186,1280,720
500,16.6652,0.0167,1280,720
501,16.6652985,0.0172,1280,720
502,16.6667023,0.0148,1280,720
503,16.6666031,0.015,1280,720
504,16.6671982,0.015,1280,720
505,16.6663971,0.0176,1280,720
506,16.6680984,0.0176,1280,720
507,16.6665039,0.0174,1280,720
508,16.6659012,0.0167,1280,720
509,16.6671982,0.0151,1280,720
510,16.6684036,0.0151,1280,720
511,16.6654987,0.0197,1280,720
512,16.6681976,0.0189,1280,720
513,16.6659012,0.0164,1280,720
514,16.6706982,0.0282,1280,720
515,16.6643,0.0194,1280,720
516,16.6668015,0.0194,1280,720
517,16.6659012,0.0183,1280,720
518,16.670599,0.0228,1280,720
519,16.6632,0.0146,1280,720
520,16.6668015,0.0132,1280,720
521,16.6667938,0.0154,1280,720
522,16.8634,0.0154,1280,720
523,16.6672058,0.0194,1280,720
524,16.6651,0.0158,1280,720
525,16.6687,0.0176,1280,720
526,16.6685944,0.0225,1280,720
527,16.6647034,0.0164,1280,720
528,16.6661,0.0164,1280,720
529,16.6689968,0.022,1280,720
530,16.6655045,0.0152,1280,720
531,16.6663971,0.014,1280,720
532,16.667099,0.0176,1280,720
533,16.6669,0.0154,1280,720
534,16.6678,0.0154,1280,720
535,16.7426014,0.0195,1280,720
536,16.666,0.0121,1280,720
537,16.667099,0.0167,1280,720
538,16.667,0.016,1280,720
539,16.6659012,0.0135,1280,720
540,16.6673965,0.0135,1280,720
541,16.6662979,0.02,1280,720
542,16.6663055,0.0172,1280,720
543,16.6666946,0.0162,1280,720
544,16.6666031,0.0146,1280,720
545,16.6688,0.0202,1280,720
546,16.665596,0.0202,1280,720
547,16.6667023,0.0188,1280,720
548,16.6675014,0.0181,1280,720
549,16.6661987,0.0142,1280,720
550,16.726099,0.0159,1280,720
551,16.667099,0.0155,1280,720
552,16.665802,0.0155,1280,720
553,16.6668015,0.0198,1280,720
554,16.6668015,0.0157,1280,720
555,16.6680984,0.015,1280,720
556,16.6664963,0.0161,1280,720
557,16.6665039,0.015,1280,720
558,16.665802,0.015,1280,720
559,16.6952953,0.0199,1280,720
560,16.667305,0.0181,1280,720
561,16.6657963,0.0182,1280,720
562,16.6684036,0.0216,1280,720
563,16.6666031,0.0229,1280,720
564,16.6678982,0.0229,1280,720
565,16.6659927,0.0229,1280,720
566,16.6683025,0.0253,1280,720
567,16.6666031,0.024,1280,720
568,16.666893,0.0243,1280,720
569,16.666,0.0246,1280,720
570,16.6680069,0.0246,1280,720
571,16.6666946,0.0243,1280,720
572,16.6659012,0.0219,1280,720
573,16.6676025,0.0256,1280,720
574,16.667099,0.0232,1280,720
575,16.6661,0.0233,1280,720
576,16.6652,0.0233,1280,720
577,16.6677017,0.0281,1280,720
578,16.6678982,0.0238,1280,720
579,16.6656952,0.022,1280,720
580,16.6678,0.0226,1280,720
581,16.667,0.022,1280,720
582,16.6715069,0.022,1280,720
583,16.6616,0.0242,1280,720
584,16.6661987,0.0199,1280,720
585,16.6667938,0.0214,1280,720
586,16.6663055,0.0162,1280,720
587,16.6675949,0.0193,1280,720
588,16.667,0.0193,1280,720
589,16.6742058,0.0186,1280,720
590,16.6664963,0.02,1280,720
591,16.6675014,0.0244,1280,720
592,16.6669,0.0229,1280,720
593,16.6662979,0.0193,1280,720
594,16.6664963,0.0193,1280,720
595,16.6693039,0.0256,1280,720
596,16.6663971,0.0199,1280,720
597,16.6675014,0.0239,1280,720
598,16.6641,0.018,1280,720
599,16.6669,0.0175,1280,720
600,16.6699982,0.0175,1280,720
601,16.6666031,0.0249,1280,720
602,16.6765938,0.0182,1280,720
603,16.6667023,0.0172,1280,720
604,16.6674042,0.0176,1280,720
605,16.6666946,0.0178,1280,720
606,16.6695,0.0178,1280,720
607,16.7011967,0.0285,1280,720
608,16.6653061,0.0192,1280,720
609,16.6672974,0.0216,1280,720
610,16.6677017,0.0274,1280,720
611,16.6635,0.0212,1280,720
612,16.6731014,0.0212,1280,720
613,16.6651,0.034,1280,720
614,16.6633,0.018,1280,720
615,16.6678,0.0203,1280,720
616,16.668,0.0221,1280,720
617,16.6682968,0.0287,1280,720
618,17.0036,0.0227,1280,720
619,16.6635971,0.0227,1280,720
620,16.6691036,0.0256,1280,720
621,16.6665955,0.0225,1280,720
622,16.6677017,0.0236,1280,720
623,16.668,0.0221,1280,720
624,16.6661,0.0237,1280,720
625,16.6670074,0.0237,1280,720
626,16.6676941,0.0284,1280,720
627,16.6652985,0.0228,1280,720
628,16.6661072,0.0197,1280,720
629,16.6677933,0.023,1280,720
630,16.666,0.0227,1280,720
631,16.6687,0.0227,1280,720
632,16.6657028,0.0214,1280,720
633,16.665802,0.0172,1280,720
634,16.6680984,0.0192,1280,720
635,17.0163975,0.0212,1280,720
636,16.6661987,0.0227,1280,720
637,16.6666031,0.0227,1280,720
638,16.6693039,0.0297,1280,720
639,16.6652985,0.0299,1280,720
640,16.6646976,0.0223,1280,720
641,16.6730022,0.0336,1280,720
642,16.6640015,0.0303,1280,720
643,16.6616,0.0303,1280,720
644,16.6691971,0.0217,1280,720
645,16.6675014,0.0264,1280,720
646,16.8822,0.0224,1280,720
647,16.6637974,0.0178,1280,720
648,16.667305,0.0322,1280,720
649,16.6676941,0.0322,1280,720
650,16.666,0.0215,1280,720
651,16.6681061,0.0182,1280,720
652,16.785099,0.0258,1280,720
653,16.6673965,0.0267,1280,720
654,16.6655045,0.0248,1280,720
655,16.6687,0.0248,1280,720
656,16.668396,0.0312,1280,720
657,16.6625,0.0191,1280,720
658,16.6669,0.0176,1280,720
659,16.6657028,0.0169,1280,720
660,16.6688,0.0184,1280,720
661,16.6687,0.0184,1280,720
662,16.6669,0.0304,1280,720
663,16.6654,0.021,1280,720
664,16.9956989,0.0239,1280,720
665,16.6687,0.0226,1280,720
666,16.6682034,0.0322,1280,720
667,16.6719952,0.0322,1280,720
668,16.6669,0.0356,1280,720
669,16.6645985,0.0388,1280,720
670,16.6604023,0.0209,1280,720
671,16.6656036,0.0167,1280,720
672,16.668,0.0202,1280,720
673,16.7793026,0.0202,1280,720
674,16.6646976,0.0193,1280,720
675,16.666,0.0177,1280,720
676,16.6680984,0.0163,1280,720
677,16.6668015,0.0207,1280,720
678,16.6668015,0.0208,1280,720
679,16.6822,0.0208,1280,720
680,16.6675014,0.0211,1280,720
681,16.6667938,0.0197,1280,720
682,16.6686,0.0224,1280,720
683,16.6657028,0.0216,1280,720
684,16.667,0.021,1280,720
685,16.6689968,0.021,1280,720
686,16.6652,0.0256,1280,720
687,16.6648026,0.0194,1280,720
688,16.6666946,0.0164,1280,720
689,16.6664047,0.0173,1280,720
690,16.6678982,0.0191,1280,720
691,16.6691971,0.0191,1280,720
692,16.6659012,0.0253,1280,720
693,16.6661987,0.0202,1280,720
694,16.7934017,0.0252,1280,720
695,16.6667023,0.0236,1280,720
696,16.716795,0.0269,1280,720
697,16.6689072,0.0269,1280,720
698,16.6647949,0.0298,1280,720
699,16.6640015,0.0166,1280,720
700,16.6695,0.0192,1280,720
701,16.7068958,0.0222,1280,720
702,16.6643982,0.0186,1280,720
703,16.6664047,0.0186,1280,720
704,16.668,0.0241,1280,720
705,16.6661987,0.0209,1280,720
706,16.6669,0.0358,1280,720
707,16.668,0.0178,1280,720
708,16.6677017,0.0228,1280,720
709,16.9127979,0.0228,1280,720
710,16.665802,0.023,1280,720
711,16.6661,0.021,1280,720
712,16.6687,0.0258,1280,720
713,16.6677017,0.0323,1280,720
714,16.6645985,0.0195,1280,720
715,16.6655045,0.0195,1280,720
716,16.6689,0.0225,1280,720
717,16.6688,0.0207,1280,720
718,16.666,0.0183,1280,720
719,16.7359962,0.0189,1280,720
720,16.6663971,0.0183,1280,720
721,16.6663055,0.0183,1280,720
722,16.6684952,0.0283,1280,720
723,16.675,0.0489,1280,720
724,16.659502,0.031,1280,720
725,16.6634,0.0176,1280,720
726,16.7233982,0.0214,1280,720
727,16.6702023,0.0214,1280,720
728,16.6649017,0.0282,1280,720
729,16.6639938,0.017,1280,720
730,16.6681061,0.0231,1280,720
731,16.6671982,0.0216,1280,720
732,16.8987961,0.0199,1280,720
733,16.6666031,0.0199,1280,720
734,16.6678,0.0224,1280,720
735,16.6678,0.0178,1280,720
736,16.707901,0.0229,1280,720
737,16.6654,0.0194,1280,720
738,16.6668015,0.0237,1280,720
739,16.6686,0.0237,1280,720
740,16.666,0.024,1280,720
741,16.665596,0.0183,1280,720
742,16.6650028,0.0135,1280,720
743,17.0569019,0.0194,1280,720
744,16.6696014,0.0272,1280,720
745,16.6658955,0.0272,1280,720
746,16.6671047,0.0281,1280,720
747,16.667099,0.0209,1280,720
748,16.6667938,0.0193,1280,720
749,16.6678,0.0245,1280,720
750,16.6698055,0.0351,1280,720
751,16.6661,0.0351,1280,720
752,16.6662979,0.0204,1280,720
753,16.662796,0.0174,1280,720
754,16.6678,0.0192,1280,720
755,16.6683025,0.0215,1280,720
756,16.6631927,0.0172,1280,720
757,16.667305,0.0172,1280,720
758,16.7766018,0.0264,1280,720
759,16.6665955,0.0139,1280,720
760,16.6683025,0.0349,1280,720
761,16.668,0.0193,1280,720
762,16.6682968,0.0262,1280,720
763,16.6641,0.0262,1280,720
764,16.6685028,0.0305,1280,720
765,16.6664963,0.0234,1280,720
766,16.6651,0.0171,1280,720
767,16.666,0.0147,1280,720
768,16.6682034,0.0168,1280,720
769,16.6686935,0.0168,1280,720
770,16.6723,0.0287,1280,720
771,16.7890015,0.052,1280,720
772,16.6678,0.0481,1280,720
773,16.667,0.02,1280,720
774,16.6654987,0.022,1280,720
775,16.6662064,0.022,1280,720
776,16.6716976,0.036,1280,720
777,16.6628971,0.0353,1280,720
778,16.6653061,0.0147,1280,720
779,16.6672974,0.0163,1280,720
780,16.6693039,0.0195,1280,720
781,16.6664963,0.0195,1280,720
782,16.6657028,0.0267,1280,720
783,16.6643982,0.0192,1280,720
784,16.6689968,0.0259,1280,720
785,16.8535,0.0219,1280,720
786,16.6687,0.0264,1280,720
787,16.6654987,0.0264,1280,720
788,16.6656036,0.0205,1280,720
789,16.6677017,0.0235,1280,720
790,16.6681976,0.0219,1280,720
791,16.6661987,0.0221,1280,720
792,16.6676025,0.0307,1280,720
793,16.6663971,0.0307,1280,720
794,16.6657028,0.0243,1280,720
795,16.6654987,0.0182,1280,720
796,16.6683025,0.0195,1280,720
